School name
შპს  ახალგაზრდობა
შპს  განათლება
შპს  გიმნაზია-21-ე საუკუნე
შპს  მედიანა 2011
შპს  სკოლა - ნიკე
შპს არილი
შპს თაობა - XXI
შპს ლედა
შპს მრავალდარგობრივი გიმნაზია იბერია
შპს ნერგები
შპს რწმენა
ა(ა)იპ ქობულეთის წმიდა მღვდელმოწამე სრულიად საქართველოს კათოლიკოს-პატრიარქ კირიონ II სახელობის საგანმანათლებლო მართლმადიდებლური ცენტრი
შპს  ელიტ სქული
შპს  ფარნავაზი
ა(ა)იპ  ბათუმის წმინდა მატათა მოციქულის სახელობის ფონდი
"შპს  ,,მახინჯაურის ლიცეუმი"""
ა(ა)იპ საქართველოს საპატრიარქოს ლანჩხუთის წმიდა იოანე ნათლისმცემლის სახელობის სასულიერო გიმნაზია
ა(ა)იპ ივერიის ღვთისმშობლის ხატის სკოლა - გიმნაზია
სპს - ნუნუ ბეიტრიშვილი პრომეთე
შპს  ახალი ქართული გიმნაზია
შპს  დეა
შპს  თამარიონი
შპს  ლაშარი
შპს  ლომისი I
შპს  ნუნუ ავაგუმაშვილი
შპს  ოაზისი
შპს  პეგას
შპს  სამეცნიერო - საწარმოო ფირმა ალმასი
შპს  სერვანტესის სახელობის გიმნაზია აია-ჯესს
შპს  ცოდნა
შპს  ცოდნა - ნათელა მურადაშვილი
შპს ალბიონი
შპს ივერიონი
შპს ლილე
შპს პოლიგლოტი
შპს ცისაკარი
შპს  აიბი - მთიები
შპს  დათა
შპს  კაი ყმა
შპს  მწიგნობარი
შპს  საბანკო იურიდიული ლიცეუმი
შპს  ქ.თბილისის მრავალპროფილიანი ზოგადსაგანმანათლებლო საერო სასწავლებელი მარჯი
შპს გეტი
შპს საუნჯე
შპს ყოვლადწმიდა სამების სახელობის ქართული აკადემია
სს - გივი ზალდასტანიშვილის სახელობის ამერიკული აკადემია თბილისში
შპს  აისი
შპს  არასახელმწიფო საერო ზოგადსაგანმანათლებლო საშუალო სკოლა - მერმისი
შპს  ახალი ლიცეუმი
შპს  გრაალი
შპს  ერუდიტი
შპს  მერცხალი
შპს  ოლიმპი თბილისი +
შპს  რობერ შუმანის სახელობის ევროპული სასწავლებელი
შპს  საქართველოს სასწავლო ცენტრი ჯი-ელ-სი
შპს  წმინდა დიმიტრი ყიფიანის სახელობის მრავალპროფილიანი სკოლა - კოლეჯი
შპს ამერიკულ-ქართული განათლების ცენტრი
შპს ბაქსვუდის საერთაშორისო სკოლა - თბილისი
შპს ბრიტანულ ქართული აკადემია
შპს კავკასიის აკადემია
შპს საერთაშორისო აკადემია ლოგოსი
შპს ქორალი
შპს  დამოუკიდებელი საერო გიმნაზია შავნაბადა
შპს  თბილისის დამოუკიდებელი საერო გიმნაზია კანდელი
შპს  ლამპარი
შპს ინტელექტი XXI
შპს ოქროს აკვანი
შპს სინათლე
ა(ა)იპ  თბილისის გერმანული საერთაშორისო სკოლის დაფუძნებისა და მხარდაჭერის კავშირი
ა(ა)იპ  ორ ავნერ და ჰანა
სსიპ - თბილისის კლასიკური გიმნაზია
შპს  NK
შპს  არძანი
შპს  თბილისის გალაქტიონ ტაბიძის სახელობის ვერის უბნის ლიცეუმი
შპს  იაკობ გოგებაშვილის სახელობის სასწავლებელი
შპს  სკოლა - ფენიქსი
შპს  ქართული სასწავლებელი - თბილისი
შპს  ჩაღლარის საგანმანათლებლო დაწესებულების დემირელის სახელობის კერძო კოლეჯი
შპს ფილიპე გოგიჩაიშვილის სახელობის თბილისის იურიდიულ-ეკონომიკური ინსტიტუტი
ა(ა)იპ საქართველოს საპატრიარქოს წმიდა მოციქულთასწორის ნინო ქართველთგანმანათლებლის სახელობის ვანის მართლმადიდებლური გიმნაზია
შპს მზეკაბანი - 2007
შპს  ცოდნა
ა(ა)იპ  საერთაშორისო ასოციაცია ინტელექტი
სსიპ - გენერალ გიორგი კვინიტაძის  სახელობის კადეტთა სამხედრო ლიცეუმი
შპს  კვანტი
შპს  მომავალი
შპს  სასწავლო ცენტრი - მერმისი
შპს  სასწავლო ცენტრი KGSL
შპს  ღონე ქვეყნისა
შპს მრავალპროფილიანი საგანმანათლებლო ცენტრ-კომპლექსი გონი
ა(ა)იპ წმინდა გაბრიელ ეპისკოპოსის სახელობის წყალტუბოს სასულიერო გიმნაზია
შპს  ნილემი
სპს - ლევანი შავლაყაძე სპს - ხონის ტექნიკური შემოქმედების გიმნაზია
შპს  ბენაური
შპს  თამარი გარეჯელი
შპს  ინტელექტი
შპს  პროგრესი 010
ა(ა)იპ წმინდა ილია მართლის სახელობის ყვარლის გიმნაზია
ა(ა)იპ სტეფანწმინდის წმინდა ილია მართლის სახელობის გიმნაზია-პანსიონი
ა(ა)იპ ცაგერის წმინდა ილია მართლის სახელობის გიმნაზია
სპს - დაგმარა ცანავა ხელოსანი 95
ა(ა)იპ  საქართველოს საპატრიარქოს კახათის წმიდა გიორგის სახელობის სასულიერო გიმნაზია
"ა(ა)იპ სასწავლო-აღმზრდელობითი და ზოგადსაგანმანათლებლო სამეცნიერო ცენტრი ""ეტალონი"""
"ა(ა)იპ საქართველოს საპატრიარქო, ზუგდიდის წმიდა გიორგის სახელობის გიმნაზია"
შპს  ზუგდიდის პრინც მიურატის სახელობის ქართულ-ფრანგული კოლეჯი
შპს ალექსანდრე ღურწკაიას გიმნაზია - ჯიჯი
შპს ჩირაღდანი
შპს  სხივი
შპს აპოდიქსი
შპს პელაგონი
შპს გიმნაზია
შპს  არეა
შპს ხერხემი
სპს - კერძო საშუალო სკოლა დავითიანი - მარინა გორშკოვა
შპს  ნანა
შპს  ლაზარე
შპს  ნ & ნ 2000
შპს  რუსთველი
შპს  საუნჯე
შპს  საქართველო-უკრაინის სოციალურ ურთიერთობათა ინსტიტუტი
შპს  ჯეო-რეალი
შპს მზეკაბანი
ა(ა)იპ ღირსი მამა გიორგი მთაწმინდელის გორის გიმნაზია
შპს  თამარიონი
