რეგიონი,რაიონი,სკოლა,მოსწავლეები,მასწავლებლები,მისამართი
ქვემო ქართლი,გარდაბანი,სსიპ - გარდაბნის მუნიციპალიტეტის სოფელ ნაგების საჯარო სკოლა,21,13,სოფ. ნაგები
ქვემო ქართლი,გარდაბანი,სსიპ - გარდაბნის მუნიციპალიტეტის სოფელ ნაზარლოს საჯარო სკოლა,518,49,სოფ. ნაზარლო
ქვემო ქართლი,გარდაბანი,სსიპ - გარდაბნის მუნიციპალიტეტის სოფელ ნორიოს საჯარო სკოლა,469,50,სოფ. ნორიო
ქვემო ქართლი,გარდაბანი,სსიპ - გარდაბნის მუნიციპალიტეტის სოფელ სართიჭალის №1 საჯარო სკოლა,382,34,სოფ. სართიჭალა
ქვემო ქართლი,გარდაბანი,სსიპ - გარდაბნის მუნიციპალიტეტის სოფელ სართიჭალის №2 საჯარო სკოლა,522,47,"სოფ. სართიჭალა, კოსტავას ქ. 93"
ქვემო ქართლი,გარდაბანი,სსიპ - გარდაბნის მუნიციპალიტეტის სოფელ სართიჭალის №3 საჯარო სკოლა,311,32,"სოფ. სართიჭალა, სამგორის ქ.10"
ქვემო ქართლი,გარდაბანი,სსიპ - გარდაბნის მუნიციპალიტეტის სოფელ საცხენისის საჯარო სკოლა,62,22,სოფ. საცხენისი
ქვემო ქართლი,გარდაბანი,სსიპ - გარდაბნის მუნიციპალიტეტის სოფელ ფოლადაანთკარის საჯარო სკოლა,63,17,სოფ. ფოლადაანთკარი
ქვემო ქართლი,გარდაბანი,სსიპ - გარდაბნის მუნიციპალიტეტის სოფელ ქესალოს საჯარო სკოლა,976,77,სოფ. ქესალო
ქვემო ქართლი,გარდაბანი,სსიპ - გარდაბნის მუნიციპალიტეტის სოფელ ქვემო კაპანახჩის საჯარო სკოლა,44,14,სოფ. კაპანახჩი
ქვემო ქართლი,გარდაბანი,სსიპ - გარდაბნის მუნიციპალიტეტის სოფელ ყარათაკლიას საჯარო სკოლა,220,30,სოფ. ყარათაკლია
ქვემო ქართლი,გარდაბანი,სსიპ - გარდაბნის მუნიციპალიტეტის სოფელ ყარაჯალას საჯარო სკოლა,639,47,სოფ. ყარაჯალა
ქვემო ქართლი,გარდაბანი,სსიპ - გარდაბნის მუნიციპალიტეტის სოფელ ჯანდარას საჯარო სკოლა,252,22,სოფ. ჯანდარა
ქვემო ქართლი,გარდაბანი,სსიპ - ზურაბ ბეგიაშვილის სახელობის გარდაბნის მუნიციპალიტეტის სოფელ კუმისის საჯარო სკოლა,258,24,სოფ. კუმისი
ქვემო ქართლი,გარდაბანი,სსიპ - ლევან დევდარიანის სახელობის ქალაქ გარდაბნის №1 საჯარო სკოლა,820,55,"გარდაბანი, აღმაშენებლის ქ. 24"
ქვემო ქართლი,გარდაბანი,სსიპ - ქალაქ გარდაბნის №3 საჯარო სკოლა,765,56,"გარდაბანი, ვაგზლის ქ.2"
ქვემო ქართლი,გარდაბანი,სსიპ - ქალაქ გარდაბნის №4 საჯარო სკოლა,780,55,"გარდაბანი,  არმაშენებლის ქ.94"
ქვემო ქართლი,გარდაბანი,სსიპ - ქალაქ გარდაბნის №6 საჯარო სკოლა,87,16,"გარდაბანი, თბილწყაროს დასახლება"
ქვემო ქართლი,გარდაბანი,შპს  ნანა,39,5,"გარდაბანი, სოფ. გამარჯვება"
ქვემო ქართლი,დმანისი,სსიპ - ბაქირ კარალოვის სახელობის დმანისის მუნიციპალიტეტის სოფელ იფნარის საჯარო სკოლა,49,12,სოფ. იფნარი
ქვემო ქართლი,დმანისი,სსიპ - დმანისის მუნიციპალიტეტის სოფელ აზკაკლიანის საჯარო სკოლა,29,14,"დმანისის რაიონი,  სოფ. აზ-კაკლიანი"
ქვემო ქართლი,დმანისი,სსიპ - დმანისის მუნიციპალიტეტის სოფელ ამამლოს საჯარო სკოლა,180,21,სოფ. ამამლო
ქვემო ქართლი,დმანისი,სსიპ - დმანისის მუნიციპალიტეტის სოფელ ბაზაქლოს საჯარო სკოლა,88,14,სოფ. ბაზაქლო
ქვემო ქართლი,დმანისი,სსიპ - დმანისის მუნიციპალიტეტის სოფელ ბოსლების საჯარო სკოლა,42,16,სოფ. ბოსლები
ქვემო ქართლი,დმანისი,სსიპ - დმანისის მუნიციპალიტეტის სოფელ განთიადის საჯარო სკოლა,74,22,"დმანისის რაიონი,  სოფ. განთიადი"
ქვემო ქართლი,დმანისი,სსიპ - დმანისის მუნიციპალიტეტის სოფელ გუგუთის საჯარო სკოლა,17,11,სოფ. გუგუთი
ქვემო ქართლი,დმანისი,სსიპ - დმანისის მუნიციპალიტეტის სოფელ დაგარახლოს საჯარო სკოლა,86,18,სოფელი დაგარახლო
ქვემო ქართლი,დმანისი,სსიპ - დმანისის მუნიციპალიტეტის სოფელ დიდი დმანისის საჯარო სკოლა,115,20,სოფ. დიდი დმანისი
ქვემო ქართლი,დმანისი,სსიპ - დმანისის მუნიციპალიტეტის სოფელ ზემო კარაბულახის საჯარო სკოლა,241,36,სოფ. ზემოკარაბულახი
ქვემო ქართლი,დმანისი,სსიპ - დმანისის მუნიციპალიტეტის სოფელ ზემო ოროზმანის საჯარო სკოლა,183,23,სოფ. ზემო ოროზმანი
ქვემო ქართლი,დმანისი,სსიპ - დმანისის მუნიციპალიტეტის სოფელ იაღუფლოს საჯარო სკოლა,118,25,სოფ. იაღუფლო
ქვემო ქართლი,დმანისი,სსიპ - დმანისის მუნიციპალიტეტის სოფელ ირგანჩაის საჯარო სკოლა,427,33,სოფ. ირგანჩაი
ქვემო ქართლი,დმანისი,სსიპ - დმანისის მუნიციპალიტეტის სოფელ კამარლოს საჯარო სკოლა,119,24,"დმანისის რაიონი,  სოფ. კამარლო"
ქვემო ქართლი,დმანისი,სსიპ - დმანისის მუნიციპალიტეტის სოფელ კამიშლოს საჯარო სკოლა,24,12,სოფ. კამიშლო
ქვემო ქართლი,დმანისი,სსიპ - დმანისის მუნიციპალიტეტის სოფელ კიზილაჯლოს საჯარო სკოლა,42,14,სოფ. კიზილაჯლო
ქვემო ქართლი,დმანისი,სსიპ - დმანისის მუნიციპალიტეტის სოფელ კიზილქილისას საჯარო სკოლა,40,14,სოფ. კიზილქილისა
ქვემო ქართლი,დმანისი,სსიპ - დმანისის მუნიციპალიტეტის სოფელ მაშავერას საჯარო სკოლა,67,20,სოფ. მაშავერა
ქვემო ქართლი,დმანისი,სსიპ - დმანისის მუნიციპალიტეტის სოფელ პანტიანის საჯარო სკოლა,38,12,სოფ. პანტიანი
ქვემო ქართლი,დმანისი,სსიპ - დმანისის მუნიციპალიტეტის სოფელ საფარლოს საჯარო სკოლა,82,19,სოფ. საფარლო
ქვემო ქართლი,დმანისი,სსიპ - დმანისის მუნიციპალიტეტის სოფელ ტნუსის საჯარო სკოლა,49,12,სოფ. ტნუსი
ქვემო ქართლი,დმანისი,სსიპ - დმანისის მუნიციპალიტეტის სოფელ ქვემო ოროზმანის საჯარო სკოლა,84,18,სოფ. ქვ ოროზმანი
ქვემო ქართლი,დმანისი,სსიპ - დმანისის მუნიციპალიტეტის სოფელ ჯავახის საჯარო სკოლა,58,19,სოფ. ჯავახი
ქვემო ქართლი,დმანისი,სსიპ - ექვთიმე თაყაიშვილის სახელობის დმანისის მუნიციპალიტეტის სოფელ გომარეთის საჯარო სკოლა,137,32,სოფ. გომარეთი
ქვემო ქართლი,დმანისი,სსიპ - ქალაქ დმანისის №1 საჯარო სკოლა,224,23,"დმანისი, 9 აპრილის შესახვევი №1"
ქვემო ქართლი,დმანისი,სსიპ - ქალაქ დმანისის №2 საჯარო სკოლა,145,25,"დმანისი,  გოგებაშვილის 18"
ქვემო ქართლი,დმანისი,სსიპ - ქალაქ დმანისის №3 საჯარო სკოლა,132,23,"დმანისი,  გორგასლის ქუჩა №5"
ქვემო ქართლი,თეთრი წყარო,სსიპ - თეთრიწყაროს მუნიციპალიტეტის დაბა მანგლისის №1 საჯარო სკოლა,246,32,სოფ. მანგლისი
ქვემო ქართლი,თეთრი წყარო,სსიპ - თეთრიწყაროს მუნიციპალიტეტის სოფელ ალექსეევკის საჯარო სკოლა,14,11,სოფ.ალექსეევკა
ქვემო ქართლი,თეთრი წყარო,სსიპ - თეთრიწყაროს მუნიციპალიტეტის სოფელ ასურეთის საჯარო სკოლა,113,20,სოფ. ასურეთი
ქვემო ქართლი,თეთრი წყარო,სსიპ - თეთრიწყაროს მუნიციპალიტეტის სოფელ ახალსოფლის საჯარო სკოლა,15,11,სოფ. ახალსოფელი
ქვემო ქართლი,თეთრი წყარო,სსიპ - თეთრიწყაროს მუნიციპალიტეტის სოფელ ბოგვის საჯარო სკოლა,140,25,სოფ. ბოგვი
ქვემო ქართლი,თეთრი წყარო,სსიპ - თეთრიწყაროს მუნიციპალიტეტის სოფელ ბორბალოს საჯარო სკოლა,32,13,სოფ. ბორბალო
ქვემო ქართლი,თეთრი წყარო,სსიპ - თეთრიწყაროს მუნიციპალიტეტის სოფელ გოლთეთის საჯარო სკოლა,42,21,სოფ. გოლთეთი
ქვემო ქართლი,თეთრი წყარო,სსიპ - თეთრიწყაროს მუნიციპალიტეტის სოფელ დიდგორის საჯარო სკოლა,28,16,სოფ. დიდგორი
ქვემო ქართლი,თეთრი წყარო,სსიპ - თეთრიწყაროს მუნიციპალიტეტის სოფელ დიდი თონეთის საჯარო სკოლა,48,22,სოფ. დიდი თონეთი
ქვემო ქართლი,თეთრი წყარო,სსიპ - თეთრიწყაროს მუნიციპალიტეტის სოფელ დუმანისის საჯარო სკოლა,11,5,სოფ. დუმანისი
ქვემო ქართლი,თეთრი წყარო,სსიპ - თეთრიწყაროს მუნიციპალიტეტის სოფელ ენაგეთის საჯარო სკოლა,25,15,სოფ. ენაგეთი
ქვემო ქართლი,თეთრი წყარო,სსიპ - თეთრიწყაროს მუნიციპალიტეტის სოფელ ერტისის საჯარო სკოლა,183,21,სოფ. ერტისი
ქვემო ქართლი,თეთრი წყარო,სსიპ - თეთრიწყაროს მუნიციპალიტეტის სოფელ კოდის საჯარო სკოლა,448,41,სოფ. კოდა
ქვემო ქართლი,თეთრი წყარო,სსიპ - თეთრიწყაროს მუნიციპალიტეტის სოფელ მარაბდის საჯარო სკოლა,65,19,სოფ. მარაბდა
ქვემო ქართლი,თეთრი წყარო,სსიპ - თეთრიწყაროს მუნიციპალიტეტის სოფელ ორბეთის საჯარო სკოლა,36,16,სოფ. ორბეთი
ქვემო ქართლი,თეთრი წყარო,სსიპ - თეთრიწყაროს მუნიციპალიტეტის სოფელ პატარა ირაგის საჯარო სკოლა,91,29,სოფ. პატარა ირაგა
ქვემო ქართლი,თეთრი წყარო,სსიპ - თეთრიწყაროს მუნიციპალიტეტის სოფელ სამღერეთის საჯარო სკოლა,90,25,სოფ. სამღერეთი
ქვემო ქართლი,თეთრი წყარო,სსიპ - თეთრიწყაროს მუნიციპალიტეტის სოფელ სამშვილდის საჯარო სკოლა,87,17,სოფ. სამშვილდე
ქვემო ქართლი,თეთრი წყარო,სსიპ - თეთრიწყაროს მუნიციპალიტეტის სოფელ საღრაშენის საჯარო სკოლა,25,12,სოფ. საღრაშენი
ქვემო ქართლი,თეთრი წყარო,სსიპ - თეთრიწყაროს მუნიციპალიტეტის სოფელ ქოსალარის საჯარო სკოლა,70,16,სოფ. ქოსალარი
ქვემო ქართლი,თეთრი წყარო,სსიპ - თეთრიწყაროს მუნიციპალიტეტის სოფელ ღოუბანის საჯარო სკოლა,49,17,სოფ. ღოუბანი
ქვემო ქართლი,თეთრი წყარო,სსიპ - თეთრიწყაროს მუნიციპალიტეტის სოფელ შავსაყდარის საჯარო სკოლა,17,11,სოფ. შავსაყდარი
ქვემო ქართლი,თეთრი წყარო,სსიპ - თეთრიწყაროს მუნიციპალიტეტის სოფელ ჩხიკვთას საჯარო სკოლა,31,27,სოფ. ჩხიკვთა
ქვემო ქართლი,თეთრი წყარო,სსიპ - თეთრიწყაროს მუნიციპალიტეტის სოფელ წინწყაროს საჯარო სკოლა,342,26,სოფ. წინწყარო
ქვემო ქართლი,თეთრი წყარო,სსიპ - თეთრიწყაროს მუნიციპალიტეტის სოფელ ჭივჭავის საჯარო სკოლა,58,22,სოფ. ჭივჭავი
ქვემო ქართლი,თეთრი წყარო,სსიპ - თეთრიწყაროს მუნიციპალიტეტის სოფელ ხაიშის საჯარო სკოლა,110,20,სოფ. ხაიში
ქვემო ქართლი,თეთრი წყარო,სსიპ - ქალაქ თეთრიწყაროს №1 საჯარო სკოლა,317,26,"თეთრიწყარო, თამარ მეფის ქ.2"
ქვემო ქართლი,თეთრი წყარო,სსიპ - ქალაქ თეთრიწყაროს №2 საჯარო სკოლა,217,25,"თეთრიწყარო, დიდგორის ქ.8"
ქვემო ქართლი,მარნეული,სსიპ - მარნეულის მუნიციპალიტეტის სოფელ აზიზკენდის საჯარო სკოლა,386,54,სოფ. აზიზკენდი
ქვემო ქართლი,მარნეული,სსიპ - მარნეულის მუნიციპალიტეტის სოფელ ალავარის საჯარო სკოლა,28,13,სოფ. ალავარი
ქვემო ქართლი,მარნეული,სსიპ - მარნეულის მუნიციპალიტეტის სოფელ ალგეთის №1 საჯარო სკოლა,448,53,სოფ. ალგეთი
ქვემო ქართლი,მარნეული,სსიპ - მარნეულის მუნიციპალიტეტის სოფელ ალგეთის №2 საჯარო სკოლა,204,33,სოფელი ალგეთი
ქვემო ქართლი,მარნეული,სსიპ - მარნეულის მუნიციპალიტეტის სოფელ ალგეთის №3 საჯარო სკოლა,81,18,სოფ. ალგეთი
ქვემო ქართლი,მარნეული,სსიპ - მარნეულის მუნიციპალიტეტის სოფელ არაფლოს საჯარო სკოლა,296,45,სოფ. არაფლო
ქვემო ქართლი,მარნეული,სსიპ - მარნეულის მუნიციპალიტეტის სოფელ აღკულის საჯარო სკოლა,5,6,სოფ. აღკულა
ქვემო ქართლი,მარნეული,სსიპ - მარნეულის მუნიციპალიტეტის სოფელ აღმამედლოს საჯარო სკოლა,386,62,სოფ. აღმამედლო
ქვემო ქართლი,მარნეული,სსიპ - მარნეულის მუნიციპალიტეტის სოფელ ახალი დიოკნისის საჯარო სკოლა,64,17,სოფ. ახალი დიოკნისე
ქვემო ქართლი,მარნეული,სსიპ - მარნეულის მუნიციპალიტეტის სოფელ ახკერპის საჯარო სკოლა,92,22,სოფ. ახკერპი
ქვემო ქართლი,მარნეული,სსიპ - მარნეულის მუნიციპალიტეტის სოფელ ახლოლალოს საჯარო სკოლა,126,19,სოფ. ახლოლალო
ქვემო ქართლი,მარნეული,სსიპ - მარნეულის მუნიციპალიტეტის სოფელ ბაიდარის საჯარო სკოლა,144,31,სოფ. ბაიდარი
ქვემო ქართლი,მარნეული,სსიპ - მარნეულის მუნიციპალიტეტის სოფელ ბაითალოს საჯარო სკოლა,38,16,სოფ. ბაითალო
ქვემო ქართლი,მარნეული,სსიპ - მარნეულის მუნიციპალიტეტის სოფელ ბეითარაბჩის საჯარო სკოლა,61,16,სოფ. ბეითარაბჩა
ქვემო ქართლი,მარნეული,სსიპ - მარნეულის მუნიციპალიტეტის სოფელ გიულიბაღის საჯარო სკოლა,14,12,სოფ. გიულიბაღი
ქვემო ქართლი,მარნეული,სსიპ - მარნეულის მუნიციპალიტეტის სოფელ დამიაგეორარხის საჯარო სკოლა,211,27,სოფ. დამიაგეორარხი
ქვემო ქართლი,მარნეული,სსიპ - მარნეულის მუნიციპალიტეტის სოფელ დამიის საჯარო სკოლა,40,16,სოფ. დამია
ქვემო ქართლი,მარნეული,სსიპ - მარნეულის მუნიციპალიტეტის სოფელ დაშტაფის საჯარო სკოლა,139,22,სოფ. დაშტაფი
ქვემო ქართლი,მარნეული,სსიპ - მარნეულის მუნიციპალიტეტის სოფელ დიდი ბეგლიარის საჯარო სკოლა,70,16,სოფ. დიდი ბეგლიარი
ქვემო ქართლი,მარნეული,სსიპ - მარნეულის მუნიციპალიტეტის სოფელ დიდი მუღანლოს საჯარო სკოლა,174,24,სოფ. დიდი მუღანლო
ქვემო ქართლი,მარნეული,სსიპ - მარნეულის მუნიციპალიტეტის სოფელ ზემო სარალის საჯარო სკოლა,121,32,სოფ. ზემო-სარალი
ქვემო ქართლი,მარნეული,სსიპ - მარნეულის მუნიციპალიტეტის სოფელ თაზაკენდის №1 საჯარო სკოლა,384,52,სოფ. თაზაკენდი
ქვემო ქართლი,მარნეული,სსიპ - მარნეულის მუნიციპალიტეტის სოფელ თაზაკენდის №2 საჯარო სკოლა,72,18,სოფ. თაზაკენდი
ქვემო ქართლი,მარნეული,სსიპ - მარნეულის მუნიციპალიტეტის სოფელ თამარისის №1 საჯარო სკოლა,177,22,სოფ. თამარისი
ქვემო ქართლი,მარნეული,სსიპ - მარნეულის მუნიციპალიტეტის სოფელ თაქალოს საჯარო სკოლა,236,35,სოფ. თაქალო
ქვემო ქართლი,მარნეული,სსიპ - მარნეულის მუნიციპალიტეტის სოფელ ილმაზლოს საჯარო სკოლა,158,27,სოფ. ილმაზლო
ქვემო ქართლი,მარნეული,სსიპ - მარნეულის მუნიციპალიტეტის სოფელ იმირის საჯარო სკოლა,102,23,სოფ. იმირი
ქვემო ქართლი,მარნეული,სსიპ - მარნეულის მუნიციპალიტეტის სოფელ კასუმლოს საჯარო სკოლა,344,41,სოფ. კასუმლო
ქვემო ქართლი,მარნეული,სსიპ - მარნეულის მუნიციპალიტეტის სოფელ კაჩაგანის №1 საჯარო სკოლა,215,30,სოფ. კაჩაგანი
ქვემო ქართლი,მარნეული,სსიპ - მარნეულის მუნიციპალიტეტის სოფელ კაჩაგანის №2 საჯარო სკოლა,93,27,სოფელი კაჩაგანი
ქვემო ქართლი,მარნეული,სსიპ - მარნეულის მუნიციპალიტეტის სოფელ კირაჩმუღანლოს საჯარო სკოლა,189,25,სოფ. კირაჩმუღანლო
ქვემო ქართლი,მარნეული,სსიპ - მარნეულის მუნიციპალიტეტის სოფელ კირიხლოს საჯარო სკოლა,167,20,სოფ. კირიხლო
ქვემო ქართლი,მარნეული,სსიპ - მარნეულის მუნიციპალიტეტის სოფელ კიროვკის საჯარო სკოლა,69,20,სოფ. კიროვკა
ქვემო ქართლი,მარნეული,სსიპ - მარნეულის მუნიციპალიტეტის სოფელ კურტლარის საჯარო სკოლა,223,33,სოფ. კურტლარი
ქვემო ქართლი,მარნეული,სსიპ - მარნეულის მუნიციპალიტეტის სოფელ ლეჟბადინის საჯარო სკოლა,134,28,სოფ. ლეჟბადინი
ქვემო ქართლი,მარნეული,სსიპ - მარნეულის მუნიციპალიტეტის სოფელ მარადისის საჯარო სკოლა,71,21,სოფ. მარადისი
ქვემო ქართლი,მარნეული,სსიპ - მარნეულის მუნიციპალიტეტის სოფელ მოლაოღლის საჯარო სკოლა,219,30,სოფ. მოლაოღლი
ქვემო ქართლი,მარნეული,სსიპ - მარნეულის მუნიციპალიტეტის სოფელ ოფრეთის საჯარო სკოლა,16,8,სოფ. ოფრეთი
ქვემო ქართლი,მარნეული,სსიპ - მარნეულის მუნიციპალიტეტის სოფელ საბირკენდის №1 საჯარო სკოლა,376,53,სოფ. საბირკენდი
ქვემო ქართლი,მარნეული,სსიპ - მარნეულის მუნიციპალიტეტის სოფელ სადახლოს №1 საჯარო სკოლა,672,71,სოფ. სადახლო
ქვემო ქართლი,მარნეული,სსიპ - მარნეულის მუნიციპალიტეტის სოფელ სადახლოს №2 საჯარო სკოლა,889,63,სოფ. სადახლო
ქვემო ქართლი,მარნეული,სსიპ - მარნეულის მუნიციპალიტეტის სოფელ საიმერლოს საჯარო სკოლა,195,20,სოფ. საიმერლო
ქვემო ქართლი,მარნეული,სსიპ - მარნეულის მუნიციპალიტეტის სოფელ სიონის საჯარო სკოლა,21,13,სოფ. სიონი
ქვემო ქართლი,მარნეული,სსიპ - მარნეულის მუნიციპალიტეტის სოფელ ულაშლოს საჯარო სკოლა,93,15,სოფ. ულაშლო
ქვემო ქართლი,მარნეული,სსიპ - მარნეულის მუნიციპალიტეტის სოფელ ქაპანახჩის საჯარო სკოლა,161,24,სოფ. ქაპანახჩი
ქვემო ქართლი,მარნეული,სსიპ - მარნეულის მუნიციპალიტეტის სოფელ ქესალოს საჯარო სკოლა,412,49,სოფ. ქესალო
ქვემო ქართლი,მარნეული,სსიპ - მარნეულის მუნიციპალიტეტის სოფელ ქეშალოს საჯარო სკოლა,612,55,სოფ. ქეშალო
ქვემო ქართლი,მარნეული,სსიპ - მარნეულის მუნიციპალიტეტის სოფელ ქვემო სარალის საჯარო სკოლა,151,28,სოფ. ქვემო სარალი
ქვემო ქართლი,მარნეული,სსიპ - მარნეულის მუნიციპალიტეტის სოფელ ყიზილაჯლოს №1 საჯარო სკოლა,435,46,სოფ. ყიზილაჯლო
ქვემო ქართლი,მარნეული,სსიპ - მარნეულის მუნიციპალიტეტის სოფელ ყიზილაჯლოს №2 საჯარო სკოლა,92,18,სოფ. ყიზილაჯლო
ქვემო ქართლი,მარნეული,სსიპ - მარნეულის მუნიციპალიტეტის სოფელ ყულარის საჯარო სკოლა,213,36,სოფ. ყულარი
ქვემო ქართლი,მარნეული,სსიპ - მარნეულის მუნიციპალიტეტის სოფელ შაუმიანის №1 საჯარო სკოლა,221,30,სოფ. შაუმიანი
ქვემო ქართლი,მარნეული,სსიპ - მარნეულის მუნიციპალიტეტის სოფელ შაუმიანის №2 საჯარო სკოლა,139,41,სოფ. შაუმიანი
ქვემო ქართლი,მარნეული,სსიპ - მარნეულის მუნიციპალიტეტის სოფელ შაუმიანის №3 საჯარო სკოლა,103,31,სოფ. შაუმიანი
ქვემო ქართლი,მარნეული,სსიპ - მარნეულის მუნიციპალიტეტის სოფელ შულავერის №2 საჯარო სკოლა,315,26,სოფ. შულავერი
ქვემო ქართლი,მარნეული,სსიპ - მარნეულის მუნიციპალიტეტის სოფელ ჩანახჩის საჯარო სკოლა,25,9,სოფ. ჩანახჩი
ქვემო ქართლი,მარნეული,სსიპ - მარნეულის მუნიციპალიტეტის სოფელ ცოფის საჯარო სკოლა,54,25,სოფ. ცოფი
ქვემო ქართლი,მარნეული,სსიპ - მარნეულის მუნიციპალიტეტის სოფელ წერაქვის საჯარო სკოლა,14,12,სოფ. წერაქვი
ქვემო ქართლი,მარნეული,სსიპ - მარნეულის მუნიციპალიტეტის სოფელ წერეთელის საჯარო სკოლა,325,44,სოფ. წერეთელი
ქვემო ქართლი,მარნეული,სსიპ - მარნეულის მუნიციპალიტეტის სოფელ წითელსოფელის საჯარო სკოლა,112,21,სოფ. წითელსოფელი
ქვემო ქართლი,მარნეული,სსიპ - მარნეულის მუნიციპალიტეტის სოფელ ხანჯიგაზლოს საჯარო სკოლა,41,14,სოფ. ხანჯიგაზლო
ქვემო ქართლი,მარნეული,სსიპ - მარნეულის მუნიციპალიტეტის სოფელ ხიხანის საჯარო სკოლა,99,15,სოფ. ხიხანი
ქვემო ქართლი,მარნეული,სსიპ - მარნეულის მუნიციპალიტეტის სოფელ ხოჯორნის საჯარო სკოლა,82,22,სოფ. ხოჯორნი
ქვემო ქართლი,მარნეული,სსიპ - მარნეულის მუნიციპალიტეტის სოფელ ხულდარის საჯარო სკოლა,147,23,სოფ. ხულდარი
ქვემო ქართლი,მარნეული,სსიპ - მარნეულის მუნიციპალიტეტის სოფელ ჯანდარის საჯარო სკოლა,260,28,სოფ. ჯანდარა
ქვემო ქართლი,მარნეული,სსიპ - რომან ზოიძის სახელობის მარნეულის მუნიციპალიტეტის სოფელ შულავერის №1 საჯარო სკოლა,157,22,სოფ. შულავერი
ქვემო ქართლი,მარნეული,სსიპ - ქალაქ მარნეულის №1 საჯარო სკოლა,69,28,"მარნეული, აზი ასლანოვის 2"
ქვემო ქართლი,მარნეული,სსიპ - ქალაქ მარნეულის №2 საჯარო სკოლა,1232,80,"მარნეული, კოსტავას 6"
ქვემო ქართლი,მარნეული,სსიპ - ქალაქ მარნეულის №3 საჯარო სკოლა,516,63,"მარნეული, რუსთაველის 63"
ქვემო ქართლი,მარნეული,სსიპ - ქალაქ მარნეულის №4 საჯარო სკოლა,200,23,"მარნეული, გორკის 1"
ქვემო ქართლი,მარნეული,სსიპ - ქალაქ მარნეულის №5 საჯარო სკოლა,991,55,"მარნეული, რუსთაველის 52"
ქვემო ქართლი,მარნეული,სსიპ - ქალაქ მარნეულის №6 საჯარო სკოლა,1287,81,"მარნეული, მუსხელიშვილის 1"
ქვემო ქართლი,მარნეული,სსიპ - ქალაქ მარნეულის №7 საჯარო სკოლა,112,25,"მარნეული, ნარიმანოვის 31"
ქვემო ქართლი,მარნეული,სსიპ - ქალაქ მარნეულის №8 საჯარო სკოლა,352,43,"მარნეული, რუსთაველის 96"
ქვემო ქართლი,მარნეული,შპს  ჩაღლარის საგანმანათლებლო დაწესებულებების ქ. მარნეულის აღმაშენებლის სახელობის სკოლა-ლიცეუმი,134,19,"ქ. მარნეული, აღმაშენებლის ქ. №89"
ქვემო ქართლი,რუსთავი,სსიპ - იაკობ გოგებაშვილის სახელობის ქალაქ რუსთავის №11 საჯარო სკოლა,605,41,ქ. რუსთავი/ბარათაშვილის ქ. № 7
ქვემო ქართლი,რუსთავი,სსიპ - ივანე ჯავახიშვილის სახელობის ქალაქ რუსთავის №24 ქართული გიმნაზია,1205,72,ქ. რუსთავი/ვახუშტის ქ. №5
ქვემო ქართლი,რუსთავი,სსიპ - ილია ჭავჭავაძის სახელობის ქალაქ რუსთავის №1 საჯარო სკოლა,245,28,ქ. რუსთავი/ფიროსმანის ქ. №18
ქვემო ქართლი,რუსთავი,სსიპ - ჟიული შარტავას სახელობის ქალაქ რუსთავის №4 საჯარო სკოლა,1638,105,ქ. რუსთავში/ლეონიძის 26ა 3700
ქვემო ქართლი,რუსთავი,სსიპ - ქალაქ რუსთავის №10 საჯარო სკოლა,361,30,ქ. რუსთავი/მე-19 მ/რ
ქვემო ქართლი,რუსთავი,სსიპ - ქალაქ რუსთავის №12 საჯარო სკოლა,521,42,ქ. რუსთავი/ვაჟა-ფშაველას ქ. №5
ქვემო ქართლი,რუსთავი,სსიპ - ქალაქ რუსთავის №13 საჯარო სკოლა,376,33,ქ. რუსთავი/მეგობრობის ქ. №47ა
ქვემო ქართლი,რუსთავი,სსიპ - ქალაქ რუსთავის №14 საჯარო სკოლა,234,25,ქ. რუსთავი/ქაშაკაშვილის ქ. №9
ქვემო ქართლი,რუსთავი,სსიპ - ქალაქ რუსთავის №15 საჯარო სკოლა,707,46,ქ. რუსთავი/8 მ-ნი
ქვემო ქართლი,რუსთავი,სსიპ - ქალაქ რუსთავის №16 საჯარო სკოლა,357,32,ქ. რუსთავის/მაიაკოვსკის ქ. №14
ქვემო ქართლი,რუსთავი,სსიპ - ქალაქ რუსთავის №17 საჯარო სკოლა,419,34,ქ. რუსთავი/გურამიშვილის ქ. №6
ქვემო ქართლი,რუსთავი,სსიპ - ქალაქ რუსთავის №18 საჯარო სკოლა,924,67,ქ. რუსთავი/მელიქიშვილის ქუჩა №7
ქვემო ქართლი,რუსთავი,სსიპ - ქალაქ რუსთავის №2 საჯარო სკოლა,902,58,ქ. რუსთავი/ნიკოლაძის 6
ქვემო ქართლი,რუსთავი,სსიპ - ქალაქ რუსთავის №20 საჯარო სკოლა,834,54,ქ. რუსთავი/მეგობრობის ქ. №35ა
ქვემო ქართლი,რუსთავი,სსიპ - ქალაქ რუსთავის №21 საჯარო სკოლა,1078,67,ქ. რუსთავი/მესხიშვილის II გასასვლელი №3
ქვემო ქართლი,რუსთავი,სსიპ - ქალაქ რუსთავის №22 საჯარო სკოლა,1057,66,ქ. რუსთავი/ქუთაისის ქ. №6
ქვემო ქართლი,რუსთავი,სსიპ - ქალაქ რუსთავის №23 საჯარო სკოლა,910,60,ქ. რუსთავი/მე-12 მ/რ 49ა
